"entry_id";"resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"event_date";"current_state";"critical_factor";"failure_repetition";"redundancy_factor";"aggeregated_failure_count";"reinitialization_factor";"dependency_type";"dependency_levels_up";"dependency_levels_down"
2040;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 20:31:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2041;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 20:46:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2042;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 21:01:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2043;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 21:16:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2044;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 21:31:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2045;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 21:46:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2046;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 22:01:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2047;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 22:16:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2048;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 22:31:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2049;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 22:46:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2050;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 23:01:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2051;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 23:16:18";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2052;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 23:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2053;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-07 23:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2054;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 00:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2055;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 00:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2056;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 00:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2057;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 00:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2058;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 01:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2059;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 01:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2060;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 01:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2061;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 01:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2062;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 02:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2063;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 02:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2064;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 02:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2065;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 02:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2066;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 03:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2067;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 03:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2068;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 03:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2069;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 03:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2070;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 04:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2071;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 04:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2072;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 04:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2073;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 04:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2074;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 05:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2075;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 05:16:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2076;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 05:31:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2077;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 05:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2078;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 06:01:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2079;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 06:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2080;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 06:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2081;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 06:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2082;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 07:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2083;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 07:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2084;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 07:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2085;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 07:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2086;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 08:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2087;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 08:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2088;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 08:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2089;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 08:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2090;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 09:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2091;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 09:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2092;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 09:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2093;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 09:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2094;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 10:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2095;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 10:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2096;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 10:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2097;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 10:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2098;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 11:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2099;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 11:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2100;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 11:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2101;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 11:46:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2102;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 12:01:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2103;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 12:16:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2104;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 12:31:20";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2105;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 12:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2106;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 13:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2107;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 13:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2108;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 13:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2109;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 13:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2110;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 14:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2111;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 14:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2112;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 14:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2113;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 14:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2114;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 15:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2115;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 15:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2116;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 15:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2117;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 15:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2118;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 16:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2119;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 16:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2120;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 16:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2121;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 16:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2122;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 17:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2123;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 17:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2124;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 17:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2125;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 17:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2126;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 18:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2127;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 18:16:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2128;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 18:31:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2129;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 18:46:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2130;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 19:01:21";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2131;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 19:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2132;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 19:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2133;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 19:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2134;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 20:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2135;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 20:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2136;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 20:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2137;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 20:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2138;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 21:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2139;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 21:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2140;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 21:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2141;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 21:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2142;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 22:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2143;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 22:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2144;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 22:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2145;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 22:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2146;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 23:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2147;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 23:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2148;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 23:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2149;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-08 23:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2150;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 00:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2151;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 00:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2152;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 00:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2153;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 00:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2154;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 01:01:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2155;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 01:16:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2156;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 01:31:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2157;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 01:46:22";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2158;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 02:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2159;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 02:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2160;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 02:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2161;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 02:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2162;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 03:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2163;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 03:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2164;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 03:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2165;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 03:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2166;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 04:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2167;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 04:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2168;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 04:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2169;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 04:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2170;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 05:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2171;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 05:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2172;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 05:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2173;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 05:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2174;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 06:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2175;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 06:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2176;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 06:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2177;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 06:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2178;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 07:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2179;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 07:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2180;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 07:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2181;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 07:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2182;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 08:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2183;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 08:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2184;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 08:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2185;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 08:46:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2186;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 09:01:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2187;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 09:16:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2188;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 09:31:23";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2189;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 09:46:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2190;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 10:01:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2191;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 10:16:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2192;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 10:31:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2193;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 10:46:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
2194;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-09 11:01:24";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
